Date	AVG_daily_precip	Count
2/6/14	0.0	3
8/16/14	0.0	3
4/11/15	0.0	3
5/7/15	0.0	3
10/20/15	0.0	3
7/8/16	0.03666666666666667	3
8/2/16	0.0	3
11/23/15	0.0	3
12/9/15	0.0	3
5/3/16	0.7033333333333333	3
12/1/13	0.0	2
2/15/14	0.11333333333333334	3
8/4/14	0.0	3
10/9/14	0.0	3
12/17/14	0.02666666666666667	3
1/20/15	0.0	2
9/9/15	0.10500000000000001	2
6/4/16	0.22333333333333336	3
2/10/14	0.0	3
5/6/14	0.0	3
4/13/15	0.0	3
11/3/13	0.0	2
5/23/16	0.02	1
11/20/13	0.0	3
7/15/15	0.05666666666666667	3
9/26/15	0.0	3
3/14/16	0.3133333333333333	3
6/24/16	0.0	3
7/18/16	0.21666666666666665	3
8/15/13	0.0	3
9/19/13	0.0	3
11/11/14	0.0	3
11/29/14	0.0	3
3/12/15	0.0	3
10/28/15	1.4799999999999998	3
3/31/16	0.0	1
10/14/13	0.0	3
4/13/14	0.0	3
6/2/14	0.0	3
10/8/14	0.030000000000000002	3
8/19/15	0.0	3
9/18/15	0.0	3
12/27/15	0.11666666666666668	3
10/23/16	0.0	3
1/23/14	0.0	3
11/15/14	0.0	3
7/23/15	0.0	3
10/10/15	0.0	3
11/12/15	0.023333333333333334	3
4/10/16	0.0	3
5/13/16	0.25	3
6/14/16	0.0	3
8/31/16	0.0	1
9/18/16	0.0	3
7/16/16	0.07	1
2/5/14	1.2699999999999998	3
5/19/15	0.01	1
12/5/15	0.0	3
1/29/16	0.0	2
6/20/16	0.0	3
9/3/16	0.0	3
5/15/15	0.0	1
10/20/13	0.0	3
7/1/15	0.3333333333333333	3
9/16/15	0.0	3
11/8/15	0.0	3
11/9/15	0.0	3
3/11/16	0.04	3
10/9/16	0.6233333333333334	3
10/22/13	0.0	2
8/18/14	0.0	3
2/22/15	0.1366666666666667	3
11/1/16	0.0	3
12/17/13	0.16	3
6/13/14	1.2733333333333334	3
6/6/15	0.3133333333333333	3
7/19/15	0.0	3
5/2/16	0.043333333333333335	3
8/3/16	0.0	3
11/9/16	0.03	3
12/29/16	0.41	3
12/30/13	0.0	2
1/7/15	0.0	2
2/12/16	0.0	1
8/16/13	0.0	3
6/9/14	1.2633333333333334	3
8/14/14	0.0	3
1/2/16	0.0	3
8/28/16	0.0	3
10/10/16	0.0	3
11/4/16	0.0	3
2/10/15	0.01	1
9/8/15	0.0	3
9/14/13	0.0	3
10/17/13	0.013333333333333334	3
8/26/14	0.0	3
11/20/14	0.0	3
8/31/15	0.0	3
10/31/16	0.0	3
11/11/16	0.0	3
5/21/15	0.0	1
4/6/14	0.0	3
12/4/15	0.0	3
5/27/16	0.0	3
8/20/13	0.0	3
2/18/14	0.15333333333333332	3
3/22/14	0.0	3
5/29/14	0.0	3
1/21/16	0.0	3
6/27/16	0.2733333333333333	3
1/12/16	0.0	1
6/14/14	0.0	3
7/24/15	0.0	3
6/11/16	0.05	2
6/15/16	0.0	3
6/22/16	0.0	3
9/25/16	0.0	3
9/27/14	0.0	3
1/4/15	0.36000000000000004	3
4/25/15	0.0	3
6/8/14	0.0	3
2/17/15	0.15333333333333335	3
4/26/15	0.0	3
12/13/16	0.0	3
5/21/14	0.0	2
9/25/13	0.0	3
10/16/13	0.0	3
10/25/13	0.0	3
12/2/15	0.13333333333333333	3
2/7/16	0.0	3
2/11/16	0.05	1
2/15/16	0.5233333333333333	3
10/4/16	0.0	1
8/14/13	0.0	3
8/2/14	0.4033333333333333	3
12/31/14	0.0	3
2/1/15	0.03333333333333333	3
8/14/15	0.0	3
1/20/14	0.0	1
11/14/13	0.0	3
11/24/13	0.0	3
3/24/15	0.0	3
2/25/16	0.02666666666666667	3
7/2/15	0.015	2
8/25/15	0.005	2
4/8/16	0.01	1
11/21/16	0.0	1
12/23/13	0.51	3
12/20/14	0.0	3
1/24/15	0.7333333333333334	3
2/9/15	0.10000000000000002	3
7/31/15	0.0	3
5/11/16	0.0	3
9/28/13	0.0	3
9/1/14	0.0	2
1/19/15	0.0	2
4/12/15	0.0	3
5/10/15	0.0	3
6/14/15	0.31	3
8/29/15	0.0	3
11/19/15	0.9966666666666667	3
3/22/16	0.0	3
8/7/16	0.0	3
10/25/16	0.0	2
12/28/16	0.0	3
9/7/16	0.005	2
11/9/13	0.0	3
5/5/14	0.0	3
7/8/15	0.31	2
12/1/15	0.31666666666666665	3
11/6/13	0.0	3
12/7/13	0.1466666666666667	3
3/26/14	0.0	2
4/5/15	0.0	3
7/17/15	0.0	3
11/13/15	0.0	3
7/14/16	0.46666666666666673	3
1/22/15	0.0	2
8/18/15	0.145	2
8/28/13	0.265	2
12/28/14	0.08333333333333333	3
2/24/16	1.2733333333333334	3
8/13/16	0.0	3
9/6/16	0.085	2
6/25/14	0.08499999999999999	2
3/18/14	0.0	3
7/7/14	0.013333333333333334	3
9/5/14	0.0	3
8/6/15	0.0	3
6/28/16	0.19666666666666668	3
8/7/13	0.01	1
6/27/14	0.0	3
8/31/14	0.5166666666666667	3
1/27/15	0.30666666666666664	3
9/2/15	0.0	3
10/14/15	0.0	3
9/4/16	0.0	3
7/26/15	0.05	1
6/13/16	0.0	3
5/20/15	0.0	3
11/5/15	0.01	2
7/25/14	0.0	3
10/20/14	0.0	3
11/22/14	0.0	3
4/29/15	0.0	3
12/9/16	0.0	3
4/14/15	0.025	2
9/26/13	0.0	3
12/13/13	0.0	3
6/2/15	0.35333333333333333	3
6/21/15	0.5633333333333334	3
10/2/16	0.0	1
11/8/13	0.0	3
11/18/13	0.20333333333333334	3
12/26/13	0.0	1
4/29/16	0.03333333333333333	3
8/20/16	0.3233333333333333	3
8/25/16	0.006666666666666667	3
10/5/16	0.0	3
10/5/13	0.0033333333333333335	3
6/26/14	0.05333333333333334	3
7/23/14	0.11	3
4/20/15	1.0633333333333335	3
7/5/15	0.0	3
8/24/16	0.0	3
9/19/16	0.8099999999999999	3
11/4/13	0.0	3
12/12/13	0.0	3
9/21/14	0.18999999999999997	3
2/8/15	0.0	3
11/7/15	0.0	3
1/4/16	0.0	3
9/14/16	0.45333333333333337	3
4/11/16	0.01	2
4/18/16	0.0	3
11/6/14	0.37999999999999995	3
12/16/15	0.043333333333333335	3
2/4/16	0.025	2
6/8/16	0.5166666666666667	3
11/17/13	0.02	3
12/6/13	0.6766666666666666	3
5/14/14	0.005	2
5/30/14	0.03	2
7/17/14	0.0	3
8/9/14	0.0	3
11/25/14	0.0	3
4/7/15	0.11666666666666665	3
5/17/15	0.02	2
1/16/16	0.2733333333333334	3
3/17/16	0.04	1
12/25/13	0.0	3
9/12/16	0.0	3
11/14/14	0.05333333333333334	3
12/21/15	0.0	3
5/31/14	0.030000000000000002	2
6/29/14	0.0	3
9/11/14	0.0	3
10/5/14	0.0	3
8/28/15	0.0	3
9/14/15	0.0	3
12/11/15	0.0	3
7/27/14	0.015	2
9/30/13	0.0	3
10/13/13	0.0	3
5/30/15	0.0	3
5/30/16	1.41	3
7/20/16	0.0	3
12/8/16	0.0	3
10/25/14	0.005	2
11/2/14	0.0	1
5/2/14	0.01	1
6/5/14	0.69	3
7/10/14	0.01	3
10/11/14	0.37000000000000005	3
5/14/15	0.0	3
6/29/15	0.0	3
4/21/16	0.0	3
5/16/16	0.0	3
9/2/16	0.0	3
11/13/16	0.0	3
11/23/16	0.0	3
4/22/14	0.01	1
9/18/13	0.0	3
9/8/14	0.0	3
5/2/15	0.0	3
9/24/15	0.0	3
9/27/15	0.0	3
11/17/16	0.0	3
6/22/14	0.0	3
6/15/15	0.7366666666666667	3
9/15/16	0.0	3
6/4/14	0.0	1
7/3/16	0.0	3
8/25/14	0.0	3
9/20/14	0.12333333333333334	3
2/4/15	0.0	3
2/27/15	0.0	3
6/1/15	0.7566666666666667	3
3/21/16	0.07333333333333333	3
7/7/16	0.043333333333333335	3
10/1/16	0.005	2
10/2/13	0.0	3
4/17/14	0.0	3
10/13/14	0.05333333333333334	3
3/17/15	0.016666666666666666	3
7/9/15	0.3033333333333333	3
10/29/15	0.03666666666666667	3
11/20/15	0.0	2
8/10/16	0.06666666666666667	3
8/21/16	0.2333333333333333	3
12/19/16	0.0	3
4/28/14	0.0	3
4/24/15	0.0	3
5/29/15	0.0	3
9/20/15	0.0	3
10/6/15	0.0	3
5/1/16	0.17666666666666667	3
12/5/16	0.19666666666666666	3
1/5/15	0.0	3
3/9/15	0.016666666666666666	3
3/31/15	0.11333333333333336	3
5/16/15	0.32666666666666666	3
6/12/15	0.0	3
8/24/15	0.0	3
2/10/16	0.013333333333333334	3
7/31/16	0.7000000000000001	3
12/22/16	0.0	3
1/11/14	0.5733333333333334	3
2/21/14	0.11333333333333334	3
4/29/14	0.03666666666666667	3
10/16/15	0.0	3
10/20/16	0.0	3
7/26/14	0.045	2
8/1/13	0.6	3
6/13/15	0.0	2
1/14/16	0.0	1
5/25/14	0.0	3
2/23/14	0.0	1
9/10/16	0.0	1
3/8/14	0.0	3
2/3/15	0.0	3
2/26/16	0.0	3
9/16/16	0.0	3
10/18/14	0.0	2
11/2/13	0.0033333333333333335	3
1/5/14	0.11333333333333334	3
9/28/14	0.0	3
9/10/15	1.2666666666666666	3
11/28/15	0.023333333333333334	3
4/7/16	0.09999999999999999	3
12/17/16	0.7233333333333333	3
12/4/13	0.0	3
12/22/14	0.04	3
8/10/15	0.0	3
1/28/16	0.0	3
12/3/16	0.0	1
10/21/13	0.0	3
11/15/13	0.0	3
12/29/13	1.1933333333333334	3
1/18/14	0.15333333333333332	3
4/30/15	0.0	3
10/25/15	0.03333333333333333	3
6/16/16	0.12666666666666665	3
11/20/16	0.3066666666666667	3
11/29/16	1.95	3
12/11/16	0.02666666666666667	3
5/4/14	0.02	1
9/6/13	0.0	3
7/8/14	0.28500000000000003	2
7/12/15	0.0	3
2/27/16	0.0	3
9/9/13	0.0	3
1/31/15	0.0	3
6/10/15	0.0	3
7/11/16	0.0	3
9/28/15	0.02	2
10/26/14	0.0	1
4/19/14	0.0	3
10/3/14	0.0	3
8/11/15	1.16	3
1/27/16	0.005	2
4/16/16	0.0	3
10/8/16	0.2866666666666667	3
6/4/15	0.0	2
8/6/16	0.11499999999999999	2
8/4/13	0.0	3
2/13/15	0.0	3
9/29/13	0.0	3
11/28/14	0.0	3
1/2/15	0.0	3
1/15/16	0.01	1
8/14/16	0.02666666666666666	3
10/12/16	0.0	3
10/29/16	0.0	3
4/23/14	0.0	3
10/4/14	0.9766666666666666	3
12/16/14	0.21999999999999997	3
9/19/15	0.0	3
8/23/16	0.0	3
2/24/14	0.01	2
2/5/15	0.0	1
8/3/13	0.034999999999999996	2
8/21/13	0.0	3
10/24/13	0.0	3
1/8/15	0.0	3
5/9/15	0.01	3
12/26/15	0.01	2
3/4/16	0.10666666666666667	3
3/7/16	0.0	3
5/11/15	0.0	1
5/29/16	0.01	1
9/3/13	0.043333333333333335	3
7/29/14	0.0	3
9/10/14	0.0	3
2/24/15	0.0	3
5/1/15	0.0	3
6/27/15	1.0666666666666667	3
12/2/16	0.0	3
3/3/14	0.03	3
8/30/14	0.0	3
8/1/14	0.0	1
8/27/14	0.0	3
12/24/14	0.8400000000000002	3
4/2/15	0.0	2
12/14/15	0.32333333333333336	3
5/6/16	0.5933333333333334	3
9/1/16	0.4466666666666667	3
7/13/16	0.0	1
6/20/15	0.32	1
1/19/14	0.0	3
8/15/15	0.0	3
12/3/15	0.0	1
3/6/16	0.0	3
9/20/16	0.0	3
11/30/14	0.0	2
10/7/13	0.28	3
10/8/13	0.0	3
8/13/14	1.4100000000000001	3
3/3/16	0.0	2
9/17/13	0.0	3
2/22/14	0.0	3
7/3/14	0.9533333333333333	3
2/21/15	0.6	3
7/20/15	0.0	3
1/23/16	2.5366666666666666	3
4/20/16	0.0	3
6/6/16	0.0	3
8/29/16	0.0	3
10/27/13	0.0	1
5/9/14	0.03333333333333333	3
12/30/14	0.0	3
2/6/15	0.0	3
11/15/15	0.0	3
9/27/13	0.0	3
10/6/13	0.01	1
2/4/14	0.0	3
5/16/14	1.47	3
4/17/16	0.0	3
6/10/16	0.0	3
11/14/16	0.0	3
12/30/16	0.01	1
1/13/14	0.0	3
2/25/14	0.0	3
6/24/14	0.0	3
12/29/14	0.0	3
2/2/15	1.0933333333333335	3
6/11/15	0.0	2
6/16/15	0.23	3
8/27/15	0.0	3
11/24/16	0.025	2
6/19/14	0.1	2
11/29/13	0.0	3
7/21/14	0.0	3
1/12/15	0.48333333333333334	3
11/2/15	0.0	3
9/29/14	0.0	1
2/1/14	0.0	3
4/9/14	0.0	3
1/26/15	0.37000000000000005	3
8/16/16	0.08	3
9/23/16	0.125	2
10/22/16	0.3233333333333333	3
12/11/13	0.0	3
2/3/14	1.11	3
6/1/14	0.0	3
8/7/14	0.0	3
7/30/15	1.5133333333333334	3
2/19/16	0.0	3
4/30/16	0.0	3
8/22/16	0.0	3
12/22/13	0.01	1
4/21/14	0.0	3
12/7/15	0.0	3
5/20/16	0.0	3
10/16/16	0.0	3
9/10/13	0.01	1
8/2/13	0.0	3
11/27/13	1.71	3
1/31/14	0.0	3
12/2/14	0.09333333333333334	3
5/8/15	0.0	3
11/6/15	0.0	2
10/7/16	0.0	3
6/28/14	0.0	3
9/30/16	0.3666666666666667	3
12/20/16	0.0	3
3/18/15	0.0	1
3/14/14	0.0	3
7/19/14	0.0	3
2/17/16	0.0	3
4/25/16	0.0	3
6/18/16	0.0	3
9/13/16	0.0	3
9/21/16	0.0	3
10/21/16	1.28	3
8/20/15	0.01	1
10/3/13	0.0	3
11/12/13	0.03666666666666667	3
12/8/14	0.0	2
3/21/15	0.015	2
12/25/15	0.04666666666666667	3
2/21/16	0.05333333333333334	3
7/24/16	0.0	3
9/2/13	0.47500000000000003	2
8/9/13	0.043333333333333335	3
5/20/14	0.0	3
10/30/15	0.0	3
3/13/16	0.01	1
5/21/16	0.07	3
10/13/16	0.01	1
7/22/14	0.0	3
5/26/15	0.0	3
11/21/15	0.0	3
12/6/15	0.0	3
3/30/16	0.0	3
9/5/13	0.0	3
2/17/14	0.0	3
3/12/14	0.2833333333333333	3
8/19/14	0.0	3
9/25/14	0.24	3
6/18/15	0.0	1
1/9/14	0.0	3
4/30/14	4.97	3
8/5/14	0.0	3
4/6/15	0.0	3
10/31/13	0.05333333333333334	3
4/16/14	0.06	3
5/13/14	0.0	3
4/15/15	0.0	3
4/18/15	0.0	3
10/2/15	1.3466666666666667	3
5/4/16	0.036666666666666674	3
6/12/16	0.0	3
5/14/16	0.0	1
6/29/16	0.005	2
2/8/14	0.0	3
8/22/14	0.08666666666666667	3
3/6/15	0.0	3
9/7/15	0.0	3
9/23/15	0.0	3
6/30/16	0.0	3
12/15/13	0.77	3
1/6/14	0.35999999999999993	3
2/19/14	0.2733333333333334	3
6/18/14	0.0	3
7/18/14	0.0	3
8/11/14	0.0	3
12/10/14	0.11	3
3/10/15	0.4566666666666667	3
12/24/16	0.5299999999999999	3
6/6/14	0.0	3
4/28/15	0.0	3
6/30/15	0.04	1
9/21/13	0.5	3
9/13/14	0.24666666666666667	3
1/25/15	0.0	3
4/16/15	0.0	3
6/22/15	0.0	3
8/12/15	0.0	2
4/24/16	0.0	3
8/11/16	0.18666666666666668	3
9/22/16	0.0	3
10/9/13	0.0	3
11/26/13	0.5133333333333333	3
4/27/14	0.0	3
12/13/14	0.0	3
11/22/16	0.0	2
11/19/13	0.0	3
12/14/13	0.58	3
5/10/14	0.6900000000000001	3
10/19/14	0.0	3
7/25/15	0.0	3
8/22/15	0.0	3
4/12/16	0.19666666666666668	3
9/5/16	0.0	3
9/26/16	0.0	2
6/3/15	0.0	1
12/18/13	0.0	3
1/1/14	0.0	3
9/30/14	0.035	2
11/18/14	0.0	3
4/17/15	0.09000000000000001	3
8/13/15	0.0	3
11/16/15	0.0	3
10/19/13	0.01	1
4/25/14	0.02	1
1/10/14	0.15	3
3/21/14	0.0	3
9/3/15	0.0	3
10/3/15	0.29	3
1/31/16	0.0	3
7/1/16	0.5199999999999999	3
7/15/16	0.0	3
6/9/16	0.0	2
9/13/13	0.06	3
9/5/15	0.0	3
3/1/16	0.0	3
3/15/14	0.005	2
3/13/14	0.0	3
1/10/16	1.5	3
2/23/16	0.26666666666666666	3
5/8/16	0.13999999999999999	3
7/5/16	0.5666666666666667	3
10/15/16	0.0	3
11/6/16	0.0	2
8/22/13	0.18999999999999997	3
3/1/14	0.0	3
3/30/14	0.4166666666666667	3
4/15/14	0.7433333333333333	3
5/8/14	0.39333333333333337	3
11/19/14	0.0	3
11/28/16	0.0	3
12/1/16	0.05000000000000001	3
3/15/15	0.0	2
9/24/14	0.0	3
11/10/15	0.32666666666666666	3
9/9/16	0.135	2
8/24/13	0.0	3
7/2/14	0.7033333333333333	3
3/19/15	0.0	3
3/20/15	0.33666666666666667	3
3/23/15	0.0	3
7/17/16	0.0	3
9/4/13	0.0	3
6/10/14	0.0	3
9/17/14	0.0	3
12/5/14	0.5266666666666667	3
1/10/15	0.0	3
9/22/15	0.0	3
12/30/15	0.24333333333333332	3
4/22/16	0.02	1
11/13/13	0.0	3
12/29/15	0.52	3
4/9/16	0.09000000000000001	3
5/12/15	0.005	2
4/22/15	0.11333333333333334	3
5/23/15	0.0	3
9/21/15	0.0	3
10/30/16	0.49	3
4/28/16	0.0	1
5/12/14	0.0	3
6/28/15	0.2833333333333334	3
9/7/13	0.0	2
3/25/14	0.0	1
10/24/14	0.0	2
1/2/14	0.21333333333333335	3
1/30/15	0.08333333333333333	3
3/5/15	0.6966666666666667	3
4/19/15	0.0	3
4/21/15	0.16333333333333336	3
1/24/16	0.03	1
2/29/16	0.06	3
7/1/14	0.0	2
3/10/16	0.0	2
6/23/15	0.036666666666666674	3
10/31/15	0.0	3
4/5/16	0.0	3
7/23/16	0.0	3
12/25/16	0.0	3
10/12/14	0.0	3
1/28/15	0.0	3
5/18/15	0.0	3
10/19/15	0.0	3
11/29/15	0.0	1
9/11/16	0.0	2
3/28/14	0.035	2
8/29/14	0.0	3
2/20/15	0.0	3
3/4/15	0.26666666666666666	3
2/22/16	0.0	3
9/24/16	0.22999999999999998	3
10/12/13	0.0	2
5/27/15	0.05	2
7/27/16	0.0	3
10/6/16	0.0	3
5/18/14	0.0	3
3/25/16	0.05500000000000001	2
4/26/16	0.19333333333333336	3
7/4/16	0.5066666666666667	3
11/25/16	0.015	2
5/1/14	0.17	3
6/20/14	0.0	3
10/22/14	1.3966666666666665	3
12/23/14	0.18333333333333332	3
1/6/15	0.05666666666666667	3
1/18/15	1.9000000000000001	3
1/17/16	0.05000000000000001	3
3/9/16	0.0	3
4/13/16	0.0	3
7/26/16	0.0	3
10/29/14	0.03	1
9/3/14	0.0	3
3/29/15	0.0	3
5/24/15	0.0	3
4/2/14	0.015	2
2/9/14	0.11	3
5/3/14	0.055	2
1/9/15	0.08666666666666667	3
8/11/13	0.0	3
8/30/13	0.0	3
1/30/14	0.0	3
5/31/15	0.92	3
6/1/16	0.0	3
12/18/14	0.0	2
3/15/16	0.0	1
8/12/13	0.20666666666666667	3
6/3/14	0.09	2
10/17/14	0.0	3
8/30/15	0.10500000000000001	2
10/27/16	1.09	3
12/31/16	0.0	3
7/30/14	0.0	3
9/2/14	0.0	3
9/18/14	0.0	3
10/16/14	0.8866666666666667	3
10/31/14	0.03333333333333333	3
3/11/15	0.016666666666666666	3
1/20/16	0.0	3
7/19/16	0.0	3
1/16/14	0.0	2
7/20/14	0.0	1
10/2/14	0.0	2
6/19/15	0.0	1
3/11/14	0.0	3
3/16/14	0.0	3
6/21/14	0.0	3
