Date	AVG_daily_precip	Count
6/30/14	0.0	3
10/15/14	0.24333333333333332	3
8/3/15	0.0	3
12/10/16	0.0	3
1/22/14	0.015	2
9/4/14	0.0	3
11/13/14	0.16	3
3/27/15	0.26	3
6/23/16	0.0	2
10/30/13	0.0	3
12/23/16	0.0	3
9/20/13	0.0	3
12/12/14	0.0	3
7/6/15	0.0	3
1/25/16	0.0	3
1/17/14	0.0	3
12/6/14	1.25	3
12/9/14	2.753333333333334	3
2/11/15	0.0	3
6/5/15	0.13	1
7/4/14	0.2066666666666667	3
11/4/14	0.0	3
11/26/14	1.1033333333333333	3
3/13/15	0.0	3
7/11/15	0.0	3
9/17/15	0.0	3
11/7/16	0.0	3
5/22/14	0.28	3
7/6/14	0.0	3
12/7/14	0.04	3
1/16/15	0.0	3
11/27/15	0.0	3
7/21/16	0.0	3
11/16/13	0.06	3
11/28/13	0.0	3
4/1/14	0.0	3
1/30/16	0.0	3
4/3/16	0.10000000000000002	3
12/21/16	0.0	3
12/5/13	0.01	3
2/16/14	0.0	3
5/15/14	0.14333333333333334	3
9/6/15	0.0	3
12/19/15	0.0	3
8/10/13	0.0	3
12/3/14	0.10333333333333333	3
5/10/16	0.0	2
2/12/14	0.0	3
10/21/15	0.0	3
10/24/15	0.0	3
12/15/15	0.09666666666666668	3
6/26/16	0.0	3
8/8/16	0.0	3
8/27/16	0.0	3
11/8/16	0.0	3
5/22/15	0.0	1
3/5/14	0.0	3
2/25/15	0.0	3
3/1/15	0.5033333333333333	3
3/16/16	0.016666666666666666	3
6/5/16	0.75	3
8/4/16	0.0	3
9/6/14	0.12	3
6/24/15	0.0	3
9/30/15	1.0366666666666666	3
10/12/15	0.0	3
11/17/15	0.0	3
3/24/16	0.0	3
12/16/16	0.0	3
4/5/14	0.0	2
7/3/15	0.0	3
2/3/16	0.62	3
7/22/16	0.0	3
8/17/15	0.0	2
12/27/16	0.0	1
8/27/13	0.016666666666666666	3
6/17/14	0.0	2
8/15/14	0.0	3
2/15/15	0.01	2
3/8/16	0.0	3
3/19/16	0.0	3
7/12/16	0.0	3
2/1/16	0.01	1
10/1/13	0.0	3
2/23/15	0.0	3
7/16/15	0.0	3
10/8/15	0.0	3
8/9/16	0.0	3
11/16/16	0.0	3
1/21/14	0.35333333333333333	3
5/4/15	0.0	3
5/25/15	0.0	3
8/2/15	0.0	3
10/17/15	0.0	3
3/28/16	0.4566666666666667	3
3/4/14	0.0	3
9/12/15	0.24333333333333332	3
2/14/16	0.0	3
7/30/16	0.20333333333333334	3
8/26/16	0.0	3
1/21/15	0.0	1
8/8/13	0.45999999999999996	3
9/22/13	0.7133333333333333	3
3/17/14	0.0	2
4/10/14	0.0	3
5/11/14	0.023333333333333334	3
5/24/14	0.16333333333333333	3
1/11/15	0.0	3
6/26/15	0.0	3
3/20/16	0.05666666666666667	3
7/13/15	0.0	3
7/22/15	0.0	3
7/29/15	0.0	3
9/1/15	0.0	3
7/4/15	0.01	1
5/28/14	0.0	2
7/14/14	1.0233333333333334	3
12/20/15	0.0	3
12/9/13	0.25333333333333335	3
3/12/16	0.0	3
7/14/15	0.5	3
11/4/15	0.0	3
2/18/16	0.0	3
5/17/14	0.0	1
11/7/14	0.0	1
11/16/14	0.025	2
8/9/15	0.0	3
12/8/15	0.0	3
4/24/14	0.0	3
9/9/14	0.0	2
9/12/13	1.0533333333333335	3
10/4/13	0.015	2
9/16/14	0.35000000000000003	3
12/20/13	0.0	3
12/27/14	0.0	3
12/4/16	0.0	3
5/15/16	0.0	1
9/23/13	0.0	3
7/12/14	0.0	3
8/12/14	0.22333333333333336	3
9/19/14	0.0	3
7/27/15	0.18	2
10/18/15	0.0	3
12/13/15	0.0	2
11/21/13	0.0	3
7/11/14	0.0	3
10/7/14	0.03666666666666667	3
1/13/15	0.0	3
1/15/15	0.0	3
10/28/16	0.0	3
9/1/13	0.01	2
12/2/13	0.0	3
1/15/14	0.0	2
2/14/14	0.22666666666666668	3
11/9/14	0.0	3
2/7/15	0.015	2
10/11/16	0.0	3
10/26/16	0.0	3
5/28/15	0.0	2
9/25/15	0.0	3
10/14/16	0.0	3
9/28/16	0.0	1
